CustomerID,TotalSpend,TotalOrders,TotalItems,AvgOrderValue,LastPurchase,FirstPurchase,Country,Recency,Lifetime,Segment,CustomerType
13744,1080.52,2,1153,17.15111111111111,2011-09-05 15:19:00,2011-02-20 14:08:00,United Kingdom,95,197,Medium Value,Returning
13745,300.04,1,496,12.001600000000002,2011-06-30 16:43:00,2011-06-30 16:43:00,United Kingdom,162,0,Low Value,New
13747,79.6,1,8,79.6,2010-12-01 10:37:00,2010-12-01 10:37:00,United Kingdom,374,0,Low Value,New
13748,948.25,5,439,33.86607142857143,2011-09-05 09:45:00,2010-12-01 09:00:00,United Kingdom,96,278,Medium Value,Returning
13750,1647.26,5,516,68.63583333333334,2011-10-17 12:16:00,2011-01-07 11:49:00,United Kingdom,54,283,Medium Value,Returning
13751,296.25,1,152,32.916666666666664,2011-02-24 15:56:00,2011-02-24 15:56:00,United Kingdom,288,0,Low Value,New
13752,1175.38,6,874,15.671733333333334,2011-08-07 14:16:00,2011-04-07 12:04:00,United Kingdom,124,122,Medium Value,Returning
13753,741.26,1,512,21.178857142857144,2011-02-25 12:48:00,2011-02-25 12:48:00,United Kingdom,288,0,Medium Value,New
13754,282.6,2,214,23.55,2011-07-11 11:51:00,2011-01-26 14:58:00,United Kingdom,152,165,Low Value,Returning
13755,2108.06,9,1242,6.567165109034268,2011-12-06 12:26:00,2011-10-07 15:45:00,United Kingdom,4,59,High Value,Returning
13756,5189.52,14,3188,36.54591549295775,2011-12-07 16:44:00,2010-12-07 11:41:00,United Kingdom,2,365,High Value,Returning
13758,3190.55,7,1844,27.26965811965812,2011-11-28 11:11:00,2010-12-01 12:08:00,United Kingdom,12,361,High Value,Returning
13759,659.4100000000001,2,287,26.376400000000004,2011-11-06 14:47:00,2011-09-29 15:40:00,United Kingdom,33,37,Medium Value,Returning
13760,286.79,2,197,5.03140350877193,2011-10-16 16:13:00,2011-03-28 12:52:00,United Kingdom,54,202,Low Value,Returning
13761,1070.65,2,642,15.295000000000002,2011-10-20 14:01:00,2011-06-13 08:43:00,United Kingdom,50,129,Medium Value,Returning
13762,306.72,1,272,43.81714285714286,2011-05-05 09:15:00,2011-05-05 09:15:00,United Kingdom,219,0,Medium Value,New
13763,1714.96,1,728,114.33066666666667,2011-10-07 15:13:00,2011-10-07 15:13:00,United Kingdom,63,0,High Value,New
13764,1519.42,3,926,7.340193236714976,2011-09-30 12:03:00,2011-01-06 14:53:00,United Kingdom,71,266,Medium Value,Returning
13767,17220.36,37,7322,46.79445652173913,2011-12-07 15:00:00,2010-12-01 10:47:00,United Kingdom,2,371,High Value,Returning
13769,2796.51,10,1163,20.71488888888889,2011-12-07 15:08:00,2010-12-07 13:28:00,United Kingdom,2,365,High Value,Returning
13771,2634.45,4,1477,22.138235294117646,2011-10-06 14:18:00,2011-04-06 15:47:00,United Kingdom,64,182,High Value,Returning
13772,1122.63,3,540,6.489190751445087,2011-11-06 11:43:00,2011-04-14 12:31:00,United Kingdom,34,205,Medium Value,Returning
13774,345.0,1,192,15.681818181818182,2011-09-19 12:06:00,2011-09-19 12:06:00,United Kingdom,82,0,Medium Value,New
13777,25977.16,33,12897,131.86375634517768,2011-12-09 12:25:00,2010-12-01 16:01:00,United Kingdom,1,372,High Value,Returning
13778,178.7,1,70,19.855555555555554,2011-08-28 15:25:00,2011-08-28 15:25:00,United Kingdom,103,0,Low Value,New
13780,360.01,2,318,6.315964912280702,2011-12-02 13:49:00,2011-06-22 11:43:00,United Kingdom,7,163,Medium Value,Returning
13781,127.84,1,30,7.5200000000000005,2011-04-03 12:08:00,2011-04-03 12:08:00,United Kingdom,251,0,Low Value,New
13782,908.86,6,369,8.043008849557522,2011-11-27 11:54:00,2011-01-16 11:08:00,United Kingdom,13,315,Medium Value,Returning
13784,2462.79,11,2493,79.44483870967741,2011-11-30 09:33:00,2011-01-11 14:38:00,United Kingdom,10,322,High Value,Returning
13786,230.4,1,136,32.91428571428572,2010-12-07 13:53:00,2010-12-07 13:53:00,United Kingdom,367,0,Low Value,New
13787,309.04,2,337,9.969032258064518,2011-09-25 12:06:00,2010-12-10 14:45:00,United Kingdom,76,288,Medium Value,Returning
13790,348.79999999999995,1,748,7.75111111111111,2011-12-05 15:48:00,2011-12-05 15:48:00,United Kingdom,4,0,Medium Value,New
13791,1516.0,2,1200,137.8181818181818,2011-08-04 11:44:00,2011-06-24 16:38:00,United Kingdom,128,40,Medium Value,Returning
13792,195.55,2,92,15.042307692307693,2011-10-04 14:31:00,2011-02-25 14:03:00,United Kingdom,66,221,Low Value,Returning
13798,37153.85,57,23948,106.4580229226361,2011-12-08 15:51:00,2010-12-02 17:24:00,United Kingdom,1,370,High Value,Returning
13799,688.86,2,402,17.663076923076922,2011-08-15 12:07:00,2011-02-18 14:18:00,United Kingdom,117,177,Medium Value,Returning
13800,558.32,1,331,16.91878787878788,2011-02-03 12:27:00,2011-02-03 12:27:00,United Kingdom,310,0,Medium Value,New
13801,324.8,1,168,14.121739130434783,2011-10-04 10:15:00,2011-10-04 10:15:00,United Kingdom,67,0,Medium Value,New
13802,4599.42,3,2572,76.657,2011-07-24 10:54:00,2011-02-01 12:03:00,United Kingdom,139,172,High Value,Returning
13803,277.07,1,121,16.298235294117646,2011-03-29 12:57:00,2011-03-29 12:57:00,United Kingdom,255,0,Low Value,New
13804,2588.39,7,1462,19.173259259259257,2011-11-09 12:32:00,2011-02-23 09:09:00,United Kingdom,31,259,High Value,Returning
13805,924.5999999999999,2,1900,71.12307692307692,2011-10-18 14:50:00,2011-08-02 15:29:00,United Kingdom,52,76,Medium Value,Returning
13806,256.38,1,56,25.637999999999998,2011-10-07 11:43:00,2011-10-07 11:43:00,United Kingdom,64,0,Low Value,New
13807,112.6,1,36,16.085714285714285,2010-12-07 15:48:00,2010-12-07 15:48:00,United Kingdom,367,0,Low Value,New
13808,1747.66,5,782,22.995526315789476,2011-12-04 12:18:00,2011-09-04 12:07:00,United Kingdom,6,91,High Value,Returning
13809,155.05,1,29,12.920833333333334,2011-02-07 13:15:00,2011-02-07 13:15:00,Cyprus,305,0,Low Value,New
13810,1499.01,3,312,42.828857142857146,2011-11-11 08:33:00,2011-10-14 12:57:00,Germany,29,27,Medium Value,Returning
13811,814.5,3,68,62.65384615384615,2011-06-09 09:54:00,2011-04-14 18:40:00,Germany,184,55,Medium Value,Returning
13812,539.0,3,333,14.972222222222221,2011-10-28 14:27:00,2011-08-26 12:54:00,Germany,42,63,Medium Value,Returning
13813,1366.8600000000001,4,552,19.809565217391306,2011-10-31 10:38:00,2011-07-28 10:33:00,Germany,40,95,Medium Value,Returning
13814,1579.12,2,864,27.703859649122805,2011-09-08 13:48:00,2011-07-25 13:54:00,Germany,92,44,Medium Value,Returning
13815,4027.36,4,2560,22.882727272727273,2011-11-17 14:19:00,2011-01-25 12:16:00,Germany,22,296,High Value,Returning
13816,571.6700000000001,2,269,20.416785714285716,2011-11-16 08:38:00,2011-10-06 14:37:00,Germany,24,40,Medium Value,Returning
13817,382.98,2,211,15.957500000000001,2011-11-10 17:49:00,2010-12-23 11:46:00,Germany,29,322,Medium Value,Returning
13819,1140.35,3,1109,31.676388888888887,2011-02-11 10:38:00,2011-01-24 10:38:00,United Kingdom,302,18,Medium Value,Returning
13821,385.64,2,153,6.536271186440678,2011-07-18 09:49:00,2011-03-23 11:30:00,United Kingdom,145,116,Medium Value,Returning
13822,632.0,2,611,6.583333333333333,2011-12-04 12:13:00,2011-10-30 15:55:00,United Kingdom,6,34,Medium Value,Returning
13823,957.66,2,439,23.941499999999998,2011-11-21 10:22:00,2011-09-09 10:42:00,United Kingdom,19,72,Medium Value,Returning
13824,1698.94,5,768,36.93347826086956,2011-11-07 12:41:00,2011-02-02 13:07:00,United Kingdom,33,277,High Value,Returning
13826,189.5,1,82,18.95,2011-06-16 13:48:00,2011-06-16 13:48:00,United Kingdom,176,0,Low Value,New
13827,409.8,3,138,4.4543478260869565,2011-10-13 12:38:00,2011-07-19 15:38:00,United Kingdom,58,85,Medium Value,Returning
13828,209.49,1,311,13.966000000000001,2011-11-17 16:02:00,2011-11-17 16:02:00,United Kingdom,22,0,Low Value,New
13831,2198.45,6,743,30.534027777777776,2011-11-23 15:41:00,2010-12-05 12:13:00,United Kingdom,16,353,High Value,Returning
13832,52.2,1,28,17.400000000000002,2011-11-20 15:36:00,2011-11-20 15:36:00,United Kingdom,19,0,Low Value,New
13833,383.85,1,117,13.708928571428572,2011-07-03 13:27:00,2011-07-03 13:27:00,United Kingdom,159,0,Medium Value,New
13835,834.57,4,442,15.174000000000001,2011-11-14 15:37:00,2011-05-08 15:22:00,United Kingdom,25,190,Medium Value,Returning
13837,266.59000000000003,2,182,14.810555555555558,2011-05-12 12:10:00,2011-01-26 12:15:00,United Kingdom,212,105,Low Value,Returning
13838,674.82,4,254,4.089818181818182,2011-12-04 11:00:00,2010-12-05 10:45:00,United Kingdom,6,364,Medium Value,Returning
13841,85.0,1,100,85.0,2011-04-01 12:10:00,2011-04-01 12:10:00,United Kingdom,253,0,Low Value,New
13842,3385.62,9,1768,16.43504854368932,2011-10-12 10:51:00,2010-12-08 10:39:00,United Kingdom,59,308,High Value,Returning
13844,361.62,1,196,18.081,2011-11-28 13:21:00,2011-11-28 13:21:00,United Kingdom,11,0,Medium Value,New
13845,312.98,1,182,34.775555555555556,2011-10-06 08:25:00,2011-10-06 08:25:00,United Kingdom,65,0,Medium Value,New
13846,865.0600000000001,3,388,15.728363636363637,2011-11-15 12:07:00,2010-12-14 16:07:00,United Kingdom,25,335,Medium Value,Returning
13848,1255.0,3,3700,251.0,2011-09-08 12:58:00,2010-12-08 15:10:00,United Kingdom,92,273,Medium Value,Returning
13849,1537.95,2,1016,15.227227722772279,2011-10-19 10:59:00,2011-06-22 10:11:00,United Kingdom,52,119,Medium Value,Returning
13850,1595.48,1,944,17.155698924731183,2011-08-02 14:04:00,2011-08-02 14:04:00,United Kingdom,129,0,Medium Value,New
13851,2651.46,3,1705,32.73407407407407,2011-09-05 12:36:00,2011-02-24 17:18:00,United Kingdom,96,192,High Value,Returning
13853,1090.1399999999999,1,312,47.39739130434782,2011-10-13 14:18:00,2011-10-13 14:18:00,United Kingdom,57,0,Medium Value,New
13854,8109.5199999999995,25,2296,73.72290909090908,2011-12-01 09:06:00,2010-12-09 10:48:00,United Kingdom,9,356,High Value,Returning
13856,388.5,3,494,27.75,2011-06-24 10:03:00,2011-05-20 13:13:00,United Kingdom,169,34,Medium Value,Returning
13858,216.17000000000002,1,75,19.651818181818182,2011-10-13 16:17:00,2011-10-13 16:17:00,United Kingdom,57,0,Low Value,New
13859,201.16,1,129,7.184285714285714,2011-01-17 16:14:00,2011-01-17 16:14:00,United Kingdom,326,0,Low Value,New
13860,1245.9,5,591,16.39342105263158,2011-12-08 12:57:00,2011-09-14 09:27:00,United Kingdom,1,85,Medium Value,Returning
13862,2209.36,8,1688,15.894676258992806,2011-11-21 16:24:00,2011-01-11 15:13:00,United Kingdom,18,314,High Value,Returning
13863,305.78,1,224,15.288999999999998,2011-04-06 10:20:00,2011-04-06 10:20:00,United Kingdom,248,0,Low Value,New
13865,501.56,4,204,16.718666666666667,2011-10-12 13:31:00,2011-02-23 12:04:00,United Kingdom,58,231,Medium Value,Returning
13866,145.67,1,57,20.81,2011-09-26 14:54:00,2011-09-26 14:54:00,United Kingdom,74,0,Low Value,New
13867,1005.09,3,501,16.7515,2011-11-08 15:48:00,2011-05-05 17:28:00,United Kingdom,31,186,Medium Value,Returning
13868,3192.54,2,1964,96.74363636363637,2011-12-02 16:32:00,2011-11-01 12:45:00,United Kingdom,7,31,High Value,Returning
13869,3083.65,4,1709,10.143585526315789,2011-08-08 13:53:00,2010-12-17 15:14:00,United Kingdom,123,233,High Value,Returning
13870,2770.94,8,1325,24.095130434782607,2011-12-07 13:23:00,2011-02-25 09:09:00,United Kingdom,2,285,High Value,Returning
13871,6403.25,13,2806,19.057291666666668,2011-11-17 10:49:00,2011-02-04 09:30:00,United Kingdom,23,286,High Value,Returning
13873,389.6,3,140,16.93913043478261,2011-08-12 10:08:00,2011-02-03 09:37:00,United Kingdom,120,190,Medium Value,Returning
13874,540.45,1,180,30.025000000000002,2010-12-16 18:20:00,2010-12-16 18:20:00,United Kingdom,358,0,Medium Value,New
13875,1786.79,5,1316,17.180673076923078,2011-10-17 09:36:00,2011-02-11 15:39:00,United Kingdom,54,247,High Value,Returning
13876,122.7,1,36,17.52857142857143,2011-10-07 10:22:00,2011-10-07 10:22:00,United Kingdom,64,0,Low Value,New
13877,117.24,1,108,39.08,2011-09-14 15:49:00,2011-09-14 15:49:00,United Kingdom,86,0,Low Value,New
13878,1271.57,1,463,36.330571428571425,2011-10-16 12:19:00,2011-10-16 12:19:00,United Kingdom,55,0,Medium Value,New
13880,3219.77,13,1842,19.513757575757577,2011-11-18 13:44:00,2010-12-07 14:00:00,United Kingdom,21,345,High Value,Returning
13881,17159.52,20,10118,96.40179775280899,2011-12-06 12:50:00,2011-02-01 10:14:00,United Kingdom,4,308,High Value,Returning
13882,1191.13,5,953,18.325076923076924,2011-12-07 11:16:00,2011-10-06 15:28:00,United Kingdom,3,61,Medium Value,Returning
13883,2674.48,5,1436,18.834366197183098,2011-11-29 10:45:00,2011-03-31 17:17:00,United Kingdom,11,242,High Value,Returning
13884,787.6,5,300,13.349152542372881,2011-12-02 16:30:00,2011-03-01 13:40:00,United Kingdom,7,276,Medium Value,Returning
13885,506.8,2,182,18.1,2011-06-03 15:07:00,2011-05-23 08:52:00,United Kingdom,189,11,Medium Value,Returning
13886,243.56,1,126,15.2225,2011-09-29 13:17:00,2011-09-29 13:17:00,United Kingdom,71,0,Low Value,New
13887,349.55,1,147,18.397368421052633,2011-05-19 17:22:00,2011-05-19 17:22:00,United Kingdom,204,0,Medium Value,New
13888,595.67,2,254,15.273589743589742,2011-08-12 10:13:00,2011-05-05 14:41:00,United Kingdom,120,98,Medium Value,Returning
13889,416.90000000000003,1,146,27.793333333333337,2011-09-08 09:13:00,2011-09-08 09:13:00,United Kingdom,93,0,Medium Value,New
13890,1883.81,10,831,17.125545454545453,2011-12-08 15:36:00,2010-12-16 09:31:00,United Kingdom,1,357,High Value,Returning
13892,632.97,4,983,23.443333333333335,2011-11-13 11:50:00,2011-04-07 12:04:00,United Kingdom,27,219,Medium Value,Returning
13893,821.1,1,190,39.1,2011-02-15 11:30:00,2011-02-15 11:30:00,United Kingdom,298,0,Medium Value,New
13894,564.62,3,354,20.911851851851853,2011-11-16 09:44:00,2011-02-02 12:54:00,United Kingdom,24,286,Medium Value,Returning
13895,2593.07,4,1365,21.975169491525424,2011-11-11 16:57:00,2011-06-28 10:17:00,United Kingdom,28,136,High Value,Returning
13897,311.16,1,200,18.303529411764707,2011-10-20 14:30:00,2011-10-20 14:30:00,United Kingdom,50,0,Medium Value,New
13898,155.93,1,133,12.994166666666667,2011-01-18 10:28:00,2011-01-18 10:28:00,United Kingdom,326,0,Low Value,New
13899,388.52,2,156,20.448421052631577,2011-11-23 13:40:00,2011-03-10 09:30:00,United Kingdom,16,258,Medium Value,Returning
13900,740.95,3,430,17.23139534883721,2011-06-09 19:26:00,2011-03-22 10:13:00,United Kingdom,183,79,Medium Value,Returning
13901,2867.2000000000003,5,1739,19.24295302013423,2011-09-28 14:48:00,2011-01-25 09:01:00,United Kingdom,72,246,High Value,Returning
13904,332.64,2,332,12.793846153846154,2011-11-02 13:41:00,2011-02-18 11:18:00,United Kingdom,37,257,Medium Value,Returning
13908,2369.55,4,1478,19.42254098360656,2011-09-21 11:49:00,2011-03-08 12:04:00,United Kingdom,80,196,High Value,Returning
13911,2580.91,9,2731,17.43858108108108,2011-10-13 15:43:00,2011-02-04 14:46:00,United Kingdom,57,251,High Value,Returning
13914,626.45,2,380,18.983333333333334,2011-11-28 10:35:00,2011-11-03 16:28:00,United Kingdom,12,24,Medium Value,Returning
13917,272.04,2,228,15.113333333333335,2011-10-21 09:56:00,2011-06-01 12:46:00,United Kingdom,50,141,Low Value,Returning
13918,1212.8400000000001,2,1140,40.428000000000004,2011-10-21 12:25:00,2011-03-31 18:05:00,United Kingdom,50,203,Medium Value,Returning
13919,384.81,2,474,13.743214285714286,2011-10-11 14:24:00,2011-08-10 10:15:00,Denmark,59,62,Medium Value,Returning
13922,172.25,1,93,24.607142857142858,2010-12-23 10:38:00,2010-12-23 10:38:00,United Kingdom,352,0,Low Value,New
13923,351.13,1,185,17.5565,2011-10-17 12:33:00,2011-10-17 12:33:00,United Kingdom,54,0,Medium Value,New
13924,1838.8500000000001,6,1575,15.716666666666669,2011-12-08 09:39:00,2011-09-28 15:07:00,United Kingdom,2,70,High Value,Returning
13925,678.25,4,331,16.54268292682927,2011-09-08 12:47:00,2011-07-28 12:09:00,United Kingdom,93,42,Medium Value,Returning
13926,223.85000000000002,1,104,20.35,2011-11-16 13:16:00,2011-11-16 13:16:00,United Kingdom,23,0,Low Value,New
13927,348.99,1,214,16.61857142857143,2011-09-26 12:00:00,2011-09-26 12:00:00,United Kingdom,75,0,Medium Value,New
13928,464.57,4,129,17.206296296296298,2011-11-29 10:33:00,2011-07-29 15:59:00,United Kingdom,11,122,Medium Value,Returning
13929,842.65,2,143,93.62777777777778,2011-06-23 15:26:00,2011-01-17 15:11:00,United Kingdom,169,157,Medium Value,Returning
13930,337.34,2,274,19.843529411764706,2011-10-13 09:45:00,2011-07-26 11:00:00,United Kingdom,58,78,Medium Value,Returning
13931,1237.53,2,725,21.336724137931036,2011-09-05 10:12:00,2011-03-04 08:43:00,United Kingdom,96,185,Medium Value,Returning
13932,307.4,1,72,19.2125,2011-02-18 12:02:00,2011-02-18 12:02:00,United Kingdom,295,0,Medium Value,New
13933,608.79,2,205,26.469130434782606,2011-08-22 14:03:00,2011-07-14 13:35:00,United Kingdom,109,39,Medium Value,Returning
13934,922.1,1,390,29.74516129032258,2011-03-21 08:39:00,2011-03-21 08:39:00,United Kingdom,264,0,Medium Value,New
13936,376.58,1,330,14.483846153846153,2011-06-13 08:47:00,2011-06-13 08:47:00,United Kingdom,180,0,Medium Value,New
13937,158.85,1,123,17.65,2011-06-23 16:35:00,2011-06-23 16:35:00,United Kingdom,169,0,Low Value,New
13938,71.66,1,70,10.237142857142857,2011-11-04 14:37:00,2011-11-04 14:37:00,United Kingdom,35,0,Low Value,New
13939,568.55,3,847,12.634444444444444,2011-11-16 13:33:00,2011-02-01 11:30:00,United Kingdom,23,288,Medium Value,Returning
13940,839.14,4,516,17.12530612244898,2011-11-22 15:15:00,2011-07-18 16:05:00,United Kingdom,17,126,Medium Value,Returning
13941,5112.96,5,2364,113.62133333333334,2011-11-18 09:43:00,2010-12-02 10:17:00,United Kingdom,22,350,High Value,Returning
13946,561.57,3,443,51.051818181818184,2011-09-21 13:33:00,2011-03-17 10:02:00,United Kingdom,79,188,Medium Value,Returning
13947,90.60000000000001,1,44,18.12,2011-10-05 14:42:00,2011-10-05 14:42:00,United Kingdom,65,0,Low Value,New
13948,102.0,1,40,34.0,2010-12-14 10:18:00,2010-12-14 10:18:00,United Kingdom,361,0,Low Value,New
13949,2427.32,6,2474,15.170750000000002,2011-12-07 09:35:00,2011-09-06 11:55:00,United Kingdom,3,91,High Value,Returning
13950,745.0600000000001,4,323,21.287428571428574,2011-11-28 14:44:00,2011-04-07 11:29:00,United Kingdom,11,235,Medium Value,Returning
13951,674.45,3,459,17.293589743589745,2011-06-16 16:43:00,2011-02-18 15:21:00,United Kingdom,176,118,Medium Value,Returning
13952,3251.071,2,1431,23.730445255474454,2011-05-06 09:00:00,2011-04-15 09:27:00,United Kingdom,218,20,High Value,Returning
13953,3515.68,7,2724,175.784,2011-12-02 16:04:00,2010-12-22 10:29:00,United Kingdom,7,345,High Value,Returning
13954,439.92,2,150,17.5968,2011-12-08 12:50:00,2011-09-30 10:52:00,United Kingdom,2,69,Medium Value,Returning
13955,322.96,2,154,9.786666666666665,2011-07-08 17:19:00,2011-02-07 12:24:00,United Kingdom,154,151,Medium Value,Returning
13956,1019.27,5,486,6.933809523809524,2011-12-04 13:20:00,2011-03-13 12:51:00,United Kingdom,5,266,Medium Value,Returning
13959,594.04,3,355,6.600444444444444,2011-09-21 15:06:00,2010-12-12 13:56:00,United Kingdom,79,283,Medium Value,Returning
13960,230.22,2,142,19.185,2011-11-18 15:27:00,2011-09-29 12:39:00,United Kingdom,21,50,Low Value,Returning
13962,169.54999999999998,2,87,15.413636363636362,2011-11-18 08:47:00,2011-04-08 11:21:00,United Kingdom,22,223,Low Value,Returning
13963,664.54,4,460,18.986857142857144,2011-02-04 14:43:00,2010-12-07 09:21:00,United Kingdom,308,59,Medium Value,Returning
13967,80.7,1,42,40.35,2011-07-17 12:02:00,2011-07-17 12:02:00,United Kingdom,146,0,Low Value,New
13969,9024.17,18,4528,14.578626817447496,2011-12-02 15:11:00,2010-12-09 19:32:00,United Kingdom,7,357,High Value,Returning
13971,2758.26,8,1844,18.511812080536913,2011-11-21 12:06:00,2011-02-27 12:27:00,United Kingdom,19,266,High Value,Returning
13972,190.25,2,187,12.683333333333334,2011-09-30 11:54:00,2011-05-22 11:34:00,United Kingdom,71,131,Low Value,Returning
13973,264.7,1,109,24.063636363636363,2011-02-25 15:21:00,2011-02-25 15:21:00,United Kingdom,287,0,Low Value,New
13974,413.59000000000003,1,249,14.77107142857143,2011-10-21 14:41:00,2011-10-21 14:41:00,United Kingdom,49,0,Medium Value,New
13975,2461.2400000000002,6,1697,7.480972644376901,2011-11-08 13:19:00,2011-03-08 12:19:00,United Kingdom,31,245,High Value,Returning
13976,357.98,1,154,35.798,2011-05-17 09:13:00,2011-05-17 09:13:00,United Kingdom,207,0,Medium Value,New
13978,196.79,2,315,13.119333333333334,2011-11-25 11:36:00,2011-10-25 15:04:00,United Kingdom,15,30,Low Value,Returning
13979,869.87,1,639,16.108703703703704,2011-09-27 13:32:00,2011-09-27 13:32:00,United Kingdom,73,0,Medium Value,New
13980,200.14,1,172,18.19454545454545,2011-10-10 13:34:00,2011-10-10 13:34:00,United Kingdom,60,0,Low Value,New
13982,1871.81,4,1136,16.863153153153153,2011-10-31 16:24:00,2010-12-09 13:57:00,United Kingdom,39,326,High Value,Returning
13983,2603.43,12,1183,24.3311214953271,2011-11-10 11:06:00,2010-12-08 10:38:00,United Kingdom,30,337,High Value,Returning
13984,920.51,5,679,57.531875,2011-11-13 12:38:00,2010-12-08 15:58:00,United Kingdom,27,339,Medium Value,Returning
13985,7060.13,15,3445,20.229598853868197,2011-12-05 17:06:00,2011-03-20 13:48:00,United Kingdom,4,260,High Value,Returning
13986,320.46,1,430,24.650769230769228,2011-11-22 15:00:00,2011-11-22 15:00:00,United Kingdom,17,0,Medium Value,New
13988,4147.96,6,3044,17.726324786324785,2011-11-20 10:15:00,2011-03-30 11:48:00,United Kingdom,20,234,High Value,Returning
13989,1266.08,2,1313,30.88,2011-10-05 09:47:00,2011-04-14 15:39:00,United Kingdom,66,173,Medium Value,Returning
13990,311.3,1,190,19.45625,2011-05-10 15:19:00,2011-05-10 15:19:00,United Kingdom,213,0,Medium Value,New
13991,852.88,6,995,10.400975609756097,2011-11-27 16:18:00,2011-07-19 12:58:00,United Kingdom,12,131,Medium Value,Returning
13992,76.8,1,64,15.36,2011-11-09 15:23:00,2011-11-09 15:23:00,United Kingdom,30,0,Low Value,New
13993,3466.36,9,900,28.647603305785125,2011-10-28 09:06:00,2011-01-13 10:43:00,United Kingdom,43,287,High Value,Returning
13994,2274.14,6,932,15.36581081081081,2011-12-06 11:05:00,2011-07-14 18:28:00,United Kingdom,4,144,High Value,Returning
13995,1393.69,5,879,16.205697674418605,2011-11-24 14:22:00,2011-04-08 08:20:00,United Kingdom,15,230,Medium Value,Returning
13999,3901.81,12,2243,18.758701923076924,2011-11-29 13:40:00,2010-12-13 11:23:00,United Kingdom,10,351,High Value,Returning
14000,635.66,1,710,42.37733333333333,2011-05-12 16:50:00,2011-05-12 16:50:00,United Kingdom,211,0,Medium Value,New
14001,2043.0800000000002,3,962,52.38666666666667,2011-10-25 10:31:00,2010-12-01 12:58:00,United Kingdom,46,327,High Value,Returning
14002,529.73,2,877,11.270851063829788,2011-07-28 15:55:00,2011-07-06 14:59:00,United Kingdom,134,22,Medium Value,Returning
14004,4582.64,7,2668,26.799064327485382,2011-10-27 14:40:00,2011-02-24 09:28:00,United Kingdom,43,245,High Value,Returning
14005,2874.72,5,2478,34.22285714285714,2011-11-30 12:41:00,2011-05-08 10:33:00,United Kingdom,10,206,High Value,Returning
14006,962.19,3,641,32.073,2011-08-16 09:39:00,2011-01-31 15:11:00,United Kingdom,116,196,Medium Value,Returning
14009,695.61,2,365,16.562142857142856,2011-05-25 15:47:00,2011-05-18 13:00:00,United Kingdom,198,7,Medium Value,Returning
14012,328.8,1,160,29.89090909090909,2011-03-07 12:26:00,2011-03-07 12:26:00,United Kingdom,278,0,Medium Value,New
14013,473.02,3,462,13.91235294117647,2011-08-21 15:01:00,2011-03-09 08:59:00,United Kingdom,110,165,Medium Value,Returning
14014,505.18,1,1076,12.953333333333333,2011-09-23 13:18:00,2011-09-23 13:18:00,United Kingdom,77,0,Medium Value,New
14015,917.34,1,378,45.867000000000004,2011-10-18 10:02:00,2011-10-18 10:02:00,United Kingdom,53,0,Medium Value,New
14016,4341.21,4,2125,26.964037267080744,2011-07-01 11:29:00,2010-12-17 14:21:00,Eire,162,195,High Value,Returning
14019,1421.6100000000001,3,1037,21.539545454545458,2011-10-24 10:13:00,2011-07-24 15:39:00,United Kingdom,47,91,Medium Value,Returning
14020,642.8,2,441,16.48205128205128,2011-11-23 09:22:00,2011-09-12 15:32:00,United Kingdom,17,71,Medium Value,Returning
14021,631.9,3,192,28.722727272727273,2011-07-07 15:46:00,2011-03-28 15:10:00,United Kingdom,155,101,Medium Value,Returning
14022,440.0,1,487,15.714285714285714,2011-04-28 14:39:00,2011-04-28 14:39:00,United Kingdom,225,0,Medium Value,New
14023,584.07,2,345,18.840967741935486,2011-12-02 13:58:00,2011-04-03 15:50:00,United Kingdom,7,242,Medium Value,Returning
14024,327.7,2,150,20.48125,2011-08-10 11:30:00,2011-08-07 13:31:00,United Kingdom,122,2,Medium Value,Returning
14027,104.82,1,62,17.47,2011-10-10 09:01:00,2011-10-10 09:01:00,United Kingdom,61,0,Low Value,New
14029,467.66,2,198,31.177333333333333,2011-10-07 14:46:00,2011-07-18 16:57:00,United Kingdom,63,80,Medium Value,Returning
14030,2358.84,8,1478,9.747272727272728,2011-11-21 16:48:00,2010-12-08 16:11:00,United Kingdom,18,348,High Value,Returning
14031,17286.86,19,5788,69.14744,2011-12-02 17:13:00,2010-12-02 16:34:00,United Kingdom,7,365,High Value,Returning
14032,2975.59,11,2032,20.80832167832168,2011-12-07 15:23:00,2010-12-08 10:53:00,United Kingdom,2,364,High Value,Returning
14034,648.89,3,420,7.545232558139535,2011-11-17 14:02:00,2011-07-05 13:06:00,United Kingdom,22,135,Medium Value,Returning
14035,1428.02,5,739,21.636666666666667,2011-11-11 10:03:00,2011-02-15 12:48:00,United Kingdom,29,268,Medium Value,Returning
14036,626.65,1,268,16.49078947368421,2011-02-28 09:26:00,2011-02-28 09:26:00,United Kingdom,285,0,Medium Value,New
14037,147.20000000000002,2,46,5.257142857142858,2011-06-16 13:57:00,2010-12-10 11:39:00,United Kingdom,176,188,Low Value,Returning
14038,1560.38,3,965,16.960652173913044,2011-09-22 13:37:00,2011-05-16 14:05:00,United Kingdom,78,128,Medium Value,Returning
14039,152.2,1,92,25.366666666666664,2011-11-06 13:48:00,2011-11-06 13:48:00,United Kingdom,33,0,Low Value,New
14040,3560.32,12,1544,15.547248908296943,2011-10-30 12:42:00,2011-01-12 14:57:00,United Kingdom,41,290,High Value,Returning
